functional_zone_id,area_id,poi_ids
125,210,"1342,306288,306291,306293,306325,306356,306357,306358,306359,306360,306384,306385,306804,306813,306814,306865,306875,306891,308123,308132,308133,308149,308960,308970,308991,309002,309004,309006,309031,309037,309044,309050,309056,309061,309065,309070,309076,309079,309132,309224,309236,309242,309256,309286,309291,309329,309350,309354,310218,310220,310228,310235,310241,310242,423012,423019,423024,423028,423041,423043,423050,423057,423062,423067,423074,423077,423746,423748,423862,428680,428747,428959,428963,429024,429032,429035,429037,429040,429041,429042,429044,429045,429046,429047,429048,429050,429051,429053,429054,429055,429057,429058,429063,429067,429071,429080,429476,432412,432413,432414,432415,432416,432417,432418,432419,432420,432421,432422,432423,432424,432425,432426,432427,432428,432429,1062796,1062797,1062798,1062799,1062800,1062801,1062802,1062803,1063134,1063411,1063419,1063420,1063427,1063435,1063442,1063460,1063461,1063462,1063463,1063464,1063465,1063466,1063468,1063469,1063470,1063476,1063477,1063478,1063479,1063480,1063582,1063583,1063587,1063588,1063592,1063595,1063599,1063753,1063754,1063755,1063802,1063803,1063804,1063895,1063915,1063917,1063927,1063943,1063950,1063958,1063962,1063963,1063977,1063979,1063983,1063984,1063985,1063986,1063987,1063988,1063989,1063990,1063991,1063992,1063993,1063994,1063995,1063996,1063997,1063998,1063999,1064000,1064001,1064002,1064003,1064004,1064005,1064006,1064007,1064008,1064009,1064010,1064011,1064012,1064013,1064014,1064015,1064016,1064017,1064018,1064019,1064020,1064021,1064022,1064023,1064024,1064025,1064026,1064027,1064028,1064029,1064030,1064031,1064032,1064033,1064035,1064036,1064037,1064038,1064041,1064171,1064180,1064183,1064190,1064192,1064197,1064200,1064203,1064207,1064210,1064212,1064214,1064217,1064218,1064219,1064221,1064224,1064226,1064229,1064230,1064246,1064249,1064250,1064253,1064256,1064257,1064258,1064259,1064260,1064290,1064291,1064292,1064323,1064329,1064334,1064353,1064379,1064390,1064391,1064405,1064406,1064407,1064412,1064421,1064424,1064427,1064428,1064448,1064450,1064452,1064459,1064461,1064463,1064465,1064466,1064467,1064468,1064469,1064470,1064670,1064672,1064679,1064724,1064751,1064764,1064765,1064766,1064767,1064768,1064769,1064771,1064772,1064773,1064774,1064775,1064776,1064777,1064779,1064785,1064786,1064787,1064788,1064789,1064790,1064793,1064801,1064809,1064822,1064835,1064913,1064916,1064922,1064927,1064936,1064944,1064951,1064955,1064960,1064961,1064963,1064964,1064965,1064966,1064968,1064969,1064970,1064974,1064991,1064993,1065010,1065021,1065034,1065045,1065048,1065054,1065055,1065057,1065060,1065065,1065066,1065094,1065095,1065096,1065097,1065098,1065099,1065100,1065101,1065102,1065103,1065104,1065172,1065173,1065176,1065179,1065180,1065181,1065209,1065216,1065222,1065223,1065224,1065225,1065226,1065227,1065229,1065231,1065232,1065307,1065332,1065347,1065380,1065385,1065423,1065426,1065430,1065434,1065438,1065444,1065447,1065449,1065451,1065452,1065453,1065467,1065476,1065483,1065780,1092391,1191929,1191930,308082,309207,1062807,1062808,1062809,1062810,1062811,1062812,1062813,1062814,1062815,1062816,1062817,1062819,1062820,1062821,1062822,1062823,1062824,1062826,1062827,1062828,1062830,1062831,1062832,1062834,1062835,1062836,1062838,1062839,1062840,1062842,1062843,1062844,1062845,1062847,1062848,1062849,1062851,1062854,1062855,1062856,1062858,1062859,1062860,1062861,1062862,1062863,1062864,1062866,1062867,1062868,1062870,1062871,1062872,1062873,1062876,1062877,1062878,1062880,1062881,1062882,1062883,1062884,1062885,1062886,1062888,1062890,1062891,1062892,1062894,1062895,1062896,1062898,1062899,1062900,1062901,1062902,1062903,1062904,1062906,1062907,1062908,1062910,1062911,1062912,1062914,1062915,1062916,1062917,1062919,1062920,1062921,1062924,1062925,1062929,1062930,1062931,1062933,1062934,1062935,1062936,1062937,1062938,1062940,1062941,1062942,1062944,1062945,1062948,1062949,1062950,1062951,1062952,1062953,1062954,1062956,1062957,1062959,1062960,1062963,1062964,1062965,1062967,1062968,1062969,1062971,1062972,1062973,1062974,1062976,1062977,1062978,1062979,1062980,1062981,1062982,1062983,1062985,1062986,1062987,1062988,1062990,1062991,1062992,1062994,1062996,1062997,1062998,1062999,1063000,1063001,1063002,1063003,1063005,1063006,1063007,1063008,1063010,1063011,1063012,1063013,1063014,1063015,1063017,1063019,1063020,1063021,1063022,1063024,1063025,1063026,1063028,1063029,1063031,1063032,1063034,1063035,1063036,1063038,1063039,1063040,1063041,1063042,1063043,1063044,1063046,1063047,1063048,1063050,1063051,1063052,1063053,1063054,1063056,1063057,1063058,1063059,1063060,1063061,1063062,1063063,1063064,1063065,1063066,1063067,1063068,1063069,1063070,1063071,1063072,1063073,1063074,1063075,1063092,1063093,1063094,1063095,1063096,1063097,1063098,1063099,1063100,1063101,1063102,1063103,1063104,1063105,1063106,1063107,1063108,1063109,1063110,1063111,1063112,1063113,1063114,1063115,1063116,1063117,1063118,1063119,1063120,1063121,1063122,1063123,1063124,1063139,1063144,1063147,1063152,1063158,1063167,1063168,1063169,1063170,1063171,1063172,1063173,1063174,1063175,1063176,1063177,1063178,1063179,1063180,1063181,1063182,1063183,1063184,1063185,1063186,1063187,1063188,1063189,1063190,1063191,1063192,1063193,1063194,1063195,1063196,1063197,1063198,1063199,1063200,1063201,1063202,1063203,1063204,1063205,1063206,1063207,1063208,1063209,1063210,1063211,1063212,1063213,1063214,1063215,1063216,1063217,1063218,1063219,1063220,1063221,1063222,1063223,1063224,1063225,1063226,1063227,1063228,1063229,1063230,1063231,1063232,1063233,1063234,1063235,1063236,1063237,1063238,1063239,1063240,1063241,1063242,1063243,1063244,1063245,1063246,1063247,1063249,1063250,1063251,1063252,1063253,1063254,1063255,1063256,1063257,1063258,1063259,1063260,1063261,1063262,1063263,1063264,1063265,1063266,1063267,1063268,1063269,1063270,1063271,1063272,1063273,1063274,1063275,1063276,1063277,1063278,1063279,1063280,1063281,1063282,1063283,1063284,1063285,1063286,1063287,1063288,1063289,1063290,1063291,1063292,1063293,1063294,1063295,1063296,1063297,1063298,1063299,1063300,1063301,1063302,1063303,1063304,1063305,1063306,1063307,1063308,1063309,1063310,1063311,1063312,1063313,1063321,1063322,1063323,1063324,1063325,1063326,1063327,1063331,1063332,1063334,1063335,1063336,1063338,1063340,1065298,1065746,1065747,1065748,1065749,1065751,1065752,1065754,1065755,1065756,1065757,1065758,1065760,1065761,1065762,1065763,1065765,1065766,1065767,1065770,1065771,1065772,1065774,1065776,1065777,1065778,1065779,1065785,1065786,1065787,1065788,1065789,1065790,1065791,1065792,1065793,1065794,1065795,1065803,1065806,1065807,1065808,1065809,1065810,1065811,1065812,1065813,1065814,1065815,1065816,1065817,1065818,1065819,1065820,1065821,1065822,1065823,1065824,1065825,1065826,1065827,1065828,1065829,1065830,1065831,1065832,1065833,1065834,1065835,1065836,1065837,1065838,1065839,1065840,1065841,1065842,1065843,1065844,1065845,1065846,1065847,1065848,1065849,1065850,1065851,1065852,1065853,1065854,1065855,1065856,1065857,1065858,1065859,1065860,1065861,1065862,1065863,1065864,1065865,1065866,1065867,1065868,1065869,1065870,1065871,1065872,1065873,1065874,1065875,1065876,1065877,1065878,1065879,1065880,1065881,1065882,1065883,1065884,1065885,1065886,1065887,1065888,1065889,1065890,1065907,1065908,1073410,1073616,1061791,306285,306287,310215,310217,1063018,1063027,1063049,1063055,1063082,1063084,1063414,1063416,1063605,1063611,1063759,1063761,1063767,1063770,1063774,1063776,1063872,1063903,1065389,1065402,1065405,1065408,1065500,1065544"
126,210,"1063148,306805,1065182,1065918,1092390,800,801,802,834,835,836,837,838,839,840,841,842,844,845,846,882,883,884,885,886,887,1180,1192,1194,1197,1198,1199,1200,1203,1222,1225,1261,1335,1339,1340,59885,1074140,1078528,1078532,1078533,1078534,1082784,1160217,1183655,1183723"
127,210,"1065067,1062576,1064985,306892,306894,428493,428990,1065499,308081,308125,422850,423743,428084,429434,1202"
128,210,"1062688,429413,1064983"
129,210,"307771,1060268,1064980,1065497,1073463,1160834,1193,307761,308126,308951,308954,308975,308981,308996,309000,309008,309010,309014,309020,309022,309024,309026,309034,309040,309047,309053,309084,309087,309093,309104,309110,309118,309123,309277,309283,309337,309352,309357,309368,309370,309372,309374,309387,310233,310247,428491,428492,428495,428496,428538,428540,428547,428558,428559,428563,428569,429009,429010,429011,429012,429014,429015,429016,429017,429018,429019,429020,429025,429026,429027,429028,429030,429033,429034,429036,429412,429414,429415,429416,429426,429428,429430,429483,432337,1063423,1063424,1063430,1063454,1063455,1063457,1063758,1064648,1064971,1064979,1064981,1065024,1065029,1065044,1065053,1065068,1065069,1065071,1065093,1065177,1065214,1065221,1065931,1065936,1073469,1073487,1073494,1111119,1111120,1160734,1191987"
130,210,"306802,306803,309202,428494,1063467,1063897,1063949,1064972,1183656,1187771,1187774,1063140,432430,1064471"
131,210,"1064649,1064784,1337,308127,308957,308963,308972,308978,308984,308986,308989,308994,308999,309016,309095,309098,309129,309134,309191,309280,309365,309376,309384,310223,429008,429477,429485,1063458,1064244,1064245,1064402,1064770,1064778,1064783,1064943,1064958,1064982,1065040,1065441,1341"
132,210,"423744,429023,432440,1062342,1063037,1063319,1063862,1064984,1065239,428535,1061379,1065108,799,803,831,832,1189,1336,627400,627401"
133,210,"309361,428536,1065929"
134,210,"1064795,1074250,1079040"
135,256,"1473,2701,2702,702497,702498,702500,702509,702527,702889,702898,703750,703793,703804,703832,703833,1075533,1192040,1078172"
136,256,"710158,1189311,18148"
137,256,"1090351,648557,648558,1078324,1078325,1177250,1183650"
138,256,"7543,15605,19301,703747,703825,1191686,627353,1074292,1082791"
139,256,"2664,19397,702660"
140,256,"2686,11775,15556,19408,702473,710371,1183653"
141,89,"4539,4565,4567,4574,4592,8451,8481,8497,8499,8502,8504,8508,8516,8528,8535,8537,8539,8541,8558,8567,8593,9438,9439,9440,9441,9442,9443,9444,9445,9446,9447,9448,9449,9450,9451,9452,9457,9458,9461,9464,9466,9467,9468,9469,9471,9472,9473,9474,9475,9476,9477,9478,9479,9480,9481,9482,9483,9484,9485,9486,9487,9488,9489,9490,15011,21650,21670,21673,21676,21677,21682,21683,21684,21754,21801,22351,22352,22354,22355,22356,22357,22358,22359,22360,22361,22362,22363,22364,22365,22366,22367,22368,22369,22370,22375,23087,23096,383811,442626,442627,442628,442698,443783,443784,443797,443815,443817,443818,443821,443823,443825,443827,443859,443862,443894,443913,443916,443917,443919,443920,443921,444007,444009,444059,444065,444074,444076,444518,446143,446144,487378,1111796,4468,4483,4537,21691,21779,21829,25402,443889,24707,24712,443780,445550,1076422,21802,21821"
142,89,"8490,21662,443541,444515,444566,445222,445386,445456,445509,445545,4455,22442,23042,23079,383926,384168,443049,444005,445221,451705,452045,452180,488895,489382,489383,489403,489583,489595,504668,504915,522402,522489"
143,89,"487369,4518,4590,4599,4626,8512,8521,8523,8525,8534,8543,8548,8564,8571,8573,8577,8580,443943,444072"
144,89,"4583,443798,1079038,1161375,9470,384185,451985,452021"
145,89,"4507,15053,22353,442798,443779,444567,445807,446288,451948,504916,15284,489380,804,808,198165,627352,1082601,1183830"
146,89,"8458,8815,21762,24771,444008"
147,89,"4627,25191,383718,384169,445276"
148,89,"21780,22374,384090,522401,522447"
149,89,"25423,25823,25907,443318,443927"
150,89,"806,807,809,810,610700,610727,1074159,1074160,1074161,1081256,1111254,1184956,1184957,1184958"
151,22,"6737,6779,6855,6857,6877,6885,6930,6932,6936,6961,6967,6973,6992,7011,7090,7097,7099,7125,7160,7164,7173,7209,352989,352990,352991,352992,352993,352994,352995,353086,353088,353090,353092,353094,353096,353100,353114,353115,353116,353118,353119,353157,353159,353258,353304,353305,353307,353311,353314,353331,353378,356225,356228,356434,356492,358973,363009,363012,363015,368217,380943,380944,380945,380946,380947,380948,380949,380950,381034,381035,381228,381247,381266,381287,381301,381487,381488,1145911,360835,381181,358725,358731,358741,358747,358762,381634,7133,381156,381161,381172,381177,381186,381190,381193,381196,381199,381205,381208,381212,381215,381219,381225,381232,381238,381244,381251,381258,381270,381276,381285,381290,381299,381304,381493,381494,381496,381536,381542,381555,381585,381595"
152,22,"363658,364052,366182,1354,6733,6889,6975,7070,352964,353081,353132,353153,356463,356464,356468,356471,357184,1176508"
153,22,"6863,7179,364171,1188953,1161277,353150"
154,22,"6879,6983,6994,7058,7060,7068,353079,353084,353169,356465,363567,363625"
155,22,"354336,355852,361565,361566,361567,364079,364345,365153,367044,375916,80,714,715,716,722,726,729"
156,22,"375859,381480,386184,386221,388048,1078255"
157,22,"354,354335,356490,356498,357177,362054"
158,22,"6803,351894,352753,357172,357847,359248,361234,364080"
159,22,"6918,356470,360991,364818"
160,22,"727,728,994,1090359,1090361,1160340,1162650,1183406,1183408,1183409,1183410,1183411,1183412,1183413,1183414,1183415,1183416,1183417,1183418,1183419,1183420,1183421,1183422,1183423,1183424,1183425,1183426,1183427,1183428,1183429,1183430,1183431,1183432,1183433,1183434,1183435,1183436,1183437,1183438,1183439,1183440,1183441,1183442,1183443,1183444,1183445,1183446,1183447,1183448,1183449,1183450,1183451,1183452,1183453,1183454,1183455,1183456,1183457,1183458,1183459,1183460,1183461,1183462,1183463,1183464,1183465,1183466,1183467,1183468,1183469,1183470,1183471,1183472,1183473,1183474,1183475,1183476,1183477,1183478,1183479,1183480,1183481,1183482,1183483,1183484,1183485,1183486,1183487,1183488,1183489,1183490,1183491,1183492,1183493,1183494,1183495,1183496,1183497,1183498,1183499,1183500,1183501,1183502,1183503,1183504,1183505,1183506,1183507,1183508,1183509,1183510,1183511,1183512,1183513,1183514,1183515,1183516,1183517,1183518,1183519,1183520,1183521,1183522,1183523,1183524,1183525,1183526,1183527,1183528,1183529,1183530,1183531,1183532,1183533,1183534,1183535,1183536,1183537,1183538,1183539,1183540,1183541,1183542,1183543,1183544,1183545,1183546,1183547,1183548,1183549,1183550,1183551,1183552,1183553,1183554,1183555,1183556,1183557,1183558,1183559,1183560,1183561,1183562,1183563,1183564,1183565,1183566,1183567,1183568,1183569,1183570,1183571,1183572,1183573,1183574,1183575,1183576,1183577,1183578,1183579,1183580,1183581,1183582,1183583,1183584,1183718,1183719,1188950,1190106"
161,79,"8433,8435,8438,8439,8441,8443,8445,8446,8448,8450,8452,8454,8455,8457,8459,8460,8462,8464,8466,8468,8470,8471,8473,8475,8476,8478,8480,8482,8483,8485,8487,8489,8491,8492,8493,8495,8498,8500,8501,8503,8505,8507,8509,8510,8511,8513,8515,8517,8518,8520,8522,8526,8529,8531,8533,8536,8538,8540,8542,8544,8546,8547,8549,8551,8553,8554,8555,8557,8559,8561,8563,8566,8568,8570,8572,8574,8575,8576,8579,8581,8585,8587,8589,8590,8592,8594,8595,8597,8598,8599,8600,8601,8604,8605,8606,8607,8608,8610,8611,13148,13149,13150,13151,13152,13153,13154,13156,13157,13158,13159,13160,13161,13162,13163,13164,13165,13166,13167,13168,13169,13170,13171,13172,13173,13174,13175,13177,13178,13179,13180,13184,13185,13186,13187,13188,13189,13190,13191,13192,13193,13194,13195,13196,13197,13198,13199,13200,13201,13202,13203,13204,13205,13206,13207,13208,13210,13211,13212,13213,13214,13215,13216,13217,13218,13219,13220,13221,13222,13223,13224,13225,13226,13227,13228,13229,13230,13232,13233,13234,13235,13236,13237,13239,13240,13241,13242,13243,13245,13246,13247,13248,13249,15734,15735,15736,15737,15738,15739,15740,15741,15742,15743,15744,15745,15746,15748,15749,15750,15751,15752,15753,15754,15755,15756,15757,15758,15759,15760,15762,15763,15764,15765,15766,15768,15769,15770,15771,15772,15773,15774,15775,15776,15777,15778,15779,15781,15782,15783,15784,15785,15786,15787,15788,15789,15791,15792,15794,15795,15796,15797,15799,15800,15801,15802,15804,15805,15806,15807,15808,15810,15811,15812,15813,15814,15816,15817,15818,15819,15820,15821,15822,15824,15825,15827,15829,15830,15831,24088,24090,24091,24093,24094,24095,24096,24098,24099,24100,24101,24102,24103,24104,24105,24106,24108,24109,24110,24111,24112,24113,24114,24115,24116,24117,24118,24119,24120,24121,24122,24123,24124,24125,24127,24128,24129,24130,24132,24133,24134,24135,24136,24137,24138,24139,24140,24141,24142,24143,24144,24145,24146,24147,24148,24149,24150,24151,24152,24153,24154,24155,24156,24157,24158,24160,24161,24162,24163,24164,24165,24166,24167,24169,24170,24172,24174,24176,24177,24179,24180,24181,24182,24183,24184,24185,24186,183333,183334,183335,183336,183337,183338,183339,183341,183342,183343,183344,183345,183346,183348,183350,183353,183357,183358,183377,183379,183381,183382,183383,183384,183385,183386,183387,183388,183389,183390,183392,183393,183394,183395,183396,183400,183401,183410,183411,183417,183418,183419,183420,183422,183423,183424,183425,183426,183427,183429,183433,183434,183438,183439,183441,183444,183446,183447,183448,183449,183794,183812,183819,183821,183828,183832,183866,183922,183928,183950,183952,183959,184332,184333,184334,184335,184336,184337,184338,184339,184341,184344,184345,184347,184348,184349,184350,184351,184352,184353,184354,184355,184356,184357,184358,184359,184360,184361,184362,184363,184364,184365,184366,184368,184369,184370,184371,184373,184374,184375,184376,184377,184378,184379,184380,184381,184382,184383,184385,184386,184388,184389,184390,184391,184392,184393,184394,184395,184396,184398,184399,184400,184401,184402,184403,184404,184405,184406,184407,184408,184409,184410,184411,184412,184413,184414,184415,184416,184417,184419,184420,184422,184423,184426,184427,184428,184429,184430,184433,184434,184574,184575,184576,184577,184578,184580,184582,184583,184585,184586,184587,184588,184589,184590,184591,184592,184593,184594,184595,184596,184597,184598,184599,184600,184601,184602,184603,184604,184605,184606,184607,184608,184609,184610,184611,184612,184613,184614,184615,184616,184617,184618,184620,184621,184622,184623,184624,184625,184626,184627,184628,184629,184630,184631,184632,184634,184635,184636,184637,184638,184639,185400,185401,185403,185404,185405,185406,185407,185408,185409,185410,185411,185413,185415,185416,185417,185418,185419,185420,185421,185422,185423,185424,185425,185426,185427,185428,185429,185430,185431,185432,185433,185434,185435,185436,185437,185438,185439,185440,185441,185442,185443,185444,185445,185446,185447,185448,185449,185450,185451,185452,185453,185454,185455,185456,185457,185459,185460,185461,185462,185463,185464,185465,185466,185467,185468,185469,185470,185471,185472,185473,185474,185476,185477,185478,185479,185480,185481,185482,185483,185484,185485,185486,185487,185488,185489,185490,185491,185492,185493,185494,185495,185496,185497,185498,185499,185500,185501,185502,185503,185504,185505,185506,185507,185508,185509,185510,185511,185512,185513,185514,185516,185517,185518,185519,185522,185523,185525,185526,185527,185528,185529,185530,185531,185533,185534,185535,185536,185537,185538,185539,185540,185541,185542,185543,185544,185545,185546,185547,185548,185549,185550,185551,185552,185555,185556,185557,185558,185559,185560,185561,185562,185563,185564,185565,185566,185567,185568,185569,185570,185571,185572,185574,185575,185576,185577,185578,185580,185583,185584,185587,185588,185589,185590,185591,185597,185598,185600,185601,185602,185605,185606,185607,185608,185609,185610,185612,185613,185614,185615,185616,185617,185618,185620,185621,185622,185623,185624,185625,185626,185627,185628,185629,185630,185634,185635,186501,186503,186505,186510,186512,186514,186517,186523,186525,186527,186529,186531,186533,186535,186537,186539,186541,186545,186547,186549,186551,186553,186555,186557,186559,186561,186565,186569,186573,186575,188722,188723,188724,188726,188727,188728,188729,188730,188733,188734,188735,188736,188737,188738,188740,188741,188742,188743,188744,188745,188746,188748,188749,188750,188752,188753,188754,188756,188757,188758,188761,188762,188764,188765,189208,189209,189210,189211,189212,189213,189214,189215,189216,189217,189218,189219,189220,189221,189222,189223,189224,189225,189226,189227,189228,189229,189230,189231,189232,189233,189234,189235,189236,189237,189238,189240,189241,189242,189244,189245,189247,189248,189249,189250,189251,189252,189253,189254,189255,189256,189257,189258,189260,189261,189262,189263,189264,189265,189266,189267,189268,189270,189271,189272,189273,189274,189275,189276,189277,189278,189279,189280,189281,189282,189283,189284,189286,189287,189289,189290,189291,189292,189295,189296,189300,189301,189303,189304,189305,199839,199840,199841,199842,199843,199844,199845,199847,199848,199849,199850,199851,199852,199853,199854,199855,199856,199857,199858,199859,199860,199861,199862,199863,199864,199865,199866,199867,199868,199869,199870,199871,199872,199873,199874,199875,199876,199877,199879,199880,199881,199882,199883,199884,199885,199886,199887,199888,199889,199891,199892,199893,199894,199895,199896,199897,199898,199899,199900,199901,199902,199903,199904,199905,199906,199907,199908,199909,199910,199911,199912,199913,199914,199915,199916,199917,199918,199919,199920,199921,199922,199923,199924,199925,199926,199927,199928,199931,199932,199933,199935,199938,199939,199941,199942,199943,199944,199945,199946,199947,199948,199949,199950,199951,199952,199953,199954,199955,199956,199957,199958,199960,199961,199962,199963,199964,199965,199966,199967,199968,199969,199970,199971,199972,199973,199975,199976,199977,199978,199979,199980,199981,199982,199983,199984,199985,199986,199987,199988,199989,199990,199991,199992,199993,199994,199995,199996,199997,199998,199999,200000,200001,200002,200003,200004,200005,200006,200007,200008,200009,200010,200011,200012,200014,200016,200017,200019,200020,200021,200022,200023,200024,200025,200026,200027,200028,200029,200030,200031,200032,200033,200034,200035,200036,200037,200038,200039,200040,200041,200042,200043,200044,200045,200046,200047,200048,200049,200050,200051,200052,200053,200054,200055,200056,200057,200058,200059,200060,200061,200062,200063,200064,200065,200066,200067,200068,200069,200070,200071,200072,200073,200074,200075,200076,200077,200078,200079,200080,200081,200082,200083,200084,200085,200086,200087,200089,200091,200092,200093,200094,200095,200096,200097,200098,200099,200100,200101,200102,200103,200104,200105,200106,200107,200108,200109,200110,200111,200112,200113,200114,200115,200116,200117,200118,200120,200121,200126,200129,200131,200132,200139,200141,200144,202469,202470,202473,202474,202475,202476,202477,202478,202479,202480,202481,202482,202483,229352,229353,229354,229355,229356,229357,229358,229359,229360,229361,229362,229363,229364,229365,229366,229367,229368,229369,229370,229371,229372,229373,229374,229375,229376,229377,229378,229379,229380,229381,229382,229383,229384,229385,229386,229387,229389,229392,229394,229395,229935,229938,229947,229950,322675,322676,322677,322678,322679,322680,322681,322683,322684,322686,322687,322688,322689,322690,322691,322692,322693,322694,322695,322696,322697,322698,322699,322700,322701,322703,322704,322706,322707,322708,322709,322710,322711,322712,322713,322714,322716,322717,322718,322719,322720,322721,322722,322723,322724,322725,322726,322727,322728,322729,322730,322731,322732,322733,322734,322735,322736,322737,322738,322739,322740,322741,322742,322743,322746,322747,322748,322749,322750,322751,322752,322753,322754,322755,322756,322757,322758,322759,322760,322761,322762,322763,322764,322765,322766,322768,322769,322770,322771,322773,322774,322775,322776,322778,322779,322780,322781,322782,322783,322784,322785,322786,322787,322788,322789,322790,322791,322792,322793,322795,322796,322797,322798,322799,322800,322801,322802,322803,322804,322805,322806,322807,322808,322809,322810,322811,322812,322813,322814,322815,322816,322817,322818,322819,322820,322821,322822,322823,322824,322825,322826,322827,322828,322829,322830,322831,322832,322833,322834,322835,322836,322837,322838,322839,322840,322841,322842,322843,322845,322846,418342,418343,418344,418345,418346,418347,418348,418349,418350,418351,418352,418353,418354,418355,418356,418357,418358,418359,418360,418361,418362,418363,418364,418365,418366,418367,418368,418369,418370,418371,418372,418373,418374,418375,418376,418378,418379,418380,418381,418382,418383,418384,418385,418386,418387,418388,418389,418390,418391,418392,418393,418394,418395,418396,418397,418398,418399,418400,418401,418402,418403,418404,418405,418406,418407,418408,418409,418410,418411,418413,418414,418415,418416,418417,418419,418420,418421,418427,418428,418429,418430,418432,418433,418434,418435,418437,418438,418439,418440,418441,418442,418443,418444,418445,418446,418447,418448,418449,418450,418451,418453,418454,418455,418456,418457,418458,418459,418460,418461,418462,418463,418464,418465,418466,418467,418468,418469,418470,418471,418472,418473,418474,418476,418477,418478,418480,418481,418482,418483,418484,418485,418486,418487,418488,418489,418490,418491,418492,418493,418494,418495,418497,418498,418499,418500,418501,418502,418503,418504,418506,418507,418511,418518,418522,418523,1073772,1075963,1075964,1077407,1077623,1084548,1144818,1144819,1144820,1182859,1190124,1190134,1190239,1190242,1190245,1190246,1190252,1190254,1190276,1190468,1190469,15828,185582,186519,188755,1082802,185593,185594,185595,185596,185599,185604,185611,185619,229948,418475"
