road_id,KG_id,Region_id
Road/34495,146871,139
Road/34494,146872,139
Road/34493,146873,139
Road/34492,146874,139
Road/34491,146875,139
Road/34490,146876,139
Road/34487,146877,218
Road/34486,146878,218
Road/34485,146879,218
Road/34484,146880,218
Road/34483,146881,218
Road/34482,146882,218
Road/34481,146883,218
Road/34480,146884,218
Road/34477,146885,218
Road/34476,146886,218
Road/34475,146887,218
Road/34474,146888,218
Road/34473,146889,218
Road/34472,146890,218
Road/34471,146891,223
Road/34469,146892,223
Road/34468,146893,223
Road/34467,146894,223
Road/34462,146895,135
Road/34461,146896,135
Road/34460,146897,135
Road/34459,146898,135
Road/34458,146899,95
Road/34457,146900,95
Road/34450,146901,83
Road/34449,146902,83
Road/34448,146903,175
Road/34447,146904,175
Road/34446,146905,16
Road/34445,146906,16
Road/34444,146907,16
Road/34443,146908,16
Road/34442,146909,16
Road/34441,146910,16
Road/34440,146911,16
Road/34439,146912,16
Road/34438,146913,16
Road/34437,146914,16
Road/34436,146915,16
Road/34435,146916,16
Road/34434,146917,56
Road/34433,146918,56
Road/34430,146919,9
Road/34429,146920,9
Road/34428,146921,9
Road/34427,146922,9
Road/34424,146923,9
Road/34423,146924,9
Road/34422,146925,9
Road/34421,146926,9
Road/34420,146927,145
Road/34419,146928,145
Road/34418,146929,16
Road/34417,146930,16
Road/34416,146931,16
Road/34415,146932,16
Road/34414,146933,16
Road/34413,146934,16
Road/34412,146935,16
Road/34411,146936,16
Road/34408,146937,9
Road/34407,146938,9
Road/34406,146939,9
Road/34405,146940,9
Road/34404,146941,9
Road/34403,146942,9
Road/34402,146943,9
Road/34401,146944,9
Road/34400,146945,9
Road/34399,146946,9
Road/34398,146947,16
Road/34397,146948,16
Road/34396,146949,9
Road/34395,146950,9
Road/34394,146951,9
Road/34393,146952,9
Road/34392,146953,9
Road/34391,146954,9
Road/34390,146955,9
Road/34389,146956,9
Road/34388,146957,9
Road/34387,146958,9
Road/34386,146959,9
Road/34385,146960,9
Road/34384,146961,9
Road/34383,146962,9
Road/34377,146963,215
Road/34376,146964,215
Road/34375,146965,95
Road/34374,146966,95
Road/34373,146967,95
Road/34372,146968,95
Road/34367,146969,135
Road/34366,146970,135
Road/34365,146971,101
Road/34364,146972,101
Road/34363,146973,203
Road/34362,146974,203
Road/34361,146975,19
Road/34360,146976,64
Road/34359,146977,64
Road/34358,146978,64
Road/34357,146979,64
Road/34356,146980,64
Road/34355,146981,203
Road/34354,146982,203
Road/34353,146983,203
Road/34352,146984,203
Road/34351,146985,203
Road/34350,146986,203
Road/34349,146987,203
Road/34348,146988,203
Road/34347,146989,203
Road/34344,146990,64
Road/34343,146991,64
Road/34342,146992,64
Road/34341,146993,64
Road/34340,146994,64
Road/34339,146995,64
Road/34338,146996,64
Road/34337,146997,64
Road/34336,146998,64
Road/34335,146999,64
Road/34334,147000,64
Road/34333,147001,64
Road/34332,147002,64
Road/34331,147003,64
Road/34330,147004,64
Road/34329,147005,64
Road/34328,147006,64
Road/34327,147007,64
Road/34326,147008,117
Road/34325,147009,117
Road/34322,147010,86
Road/34321,147011,86
Road/34320,147012,86
Road/34319,147013,86
Road/34314,147014,101
Road/34313,147015,101
Road/34312,147016,101
Road/34311,147017,101
Road/34310,147018,101
Road/34309,147019,101
Road/34308,147020,101
Road/34307,147021,101
Road/34306,147022,101
Road/34305,147023,101
Road/34304,147024,101
Road/34303,147025,101
Road/34302,147026,73
Road/34301,147027,73
Road/34300,147028,73
Road/34299,147029,73
Road/34296,147030,73
Road/34295,147031,73
Road/34294,147032,73
Road/34293,147033,73
Road/34292,147034,73
Road/34291,147035,73
Road/34290,147036,73
Road/34289,147037,73
Road/34288,147038,73
Road/34287,147039,73
Road/34286,147040,73
Road/34285,147041,73
Road/34282,147042,131
Road/34281,147043,131
Road/34280,147044,131
Road/34278,147045,131
Road/34277,147046,131
Road/34276,147047,131
Road/34275,147048,131
Road/34274,147049,82
Road/34273,147050,124
Road/34272,147051,124
Road/34271,147052,124
Road/34270,147053,124
Road/34268,147054,223
Road/34264,147055,129
Road/34263,147056,129
Road/34262,147057,129
Road/34260,147058,160
Road/34259,147059,160
Road/34258,147060,160
Road/34257,147061,160
Road/34256,147062,160
Road/34254,147063,124
Road/34253,147064,124
Road/34252,147065,124
Road/34251,147066,124
Road/34250,147067,124
Road/34249,147068,124
Road/34248,147069,124
Road/34247,147070,124
Road/34246,147071,124
Road/34245,147072,124
Road/34244,147073,160
Road/34243,147074,160
Road/34242,147075,86
Road/34241,147076,53
Road/34240,147077,53
Road/34239,147078,179
Road/34238,147079,179
Road/34236,147080,145
Road/34235,147081,145
Road/34234,147082,145
Road/34233,147083,145
Road/34232,147084,145
Road/34231,147085,193
Road/34230,147086,193
Road/34229,147087,124
Road/34228,147088,124
Road/34227,147089,124
Road/34226,147090,124
Road/34225,147091,124
Road/34224,147092,124
Road/34223,147093,124
Road/34222,147094,124
Road/34221,147095,124
Road/34220,147096,124
Road/34219,147097,124
Road/34218,147098,124
Road/34217,147099,124
Road/34216,147100,124
Road/34215,147101,124
Road/34214,147102,124
Road/34213,147103,124
Road/34212,147104,124
Road/34211,147105,124
Road/34210,147106,124
Road/34209,147107,124
Road/34208,147108,124
Road/34207,147109,124
Road/34206,147110,124
Road/34205,147111,124
Road/34204,147112,124
Road/34203,147113,124
Road/34202,147114,124
Road/34201,147115,124
Road/34200,147116,124
Road/34199,147117,205
Road/34198,147118,205
Road/34197,147119,205
Road/34196,147120,205
Road/34195,147121,205
Road/34194,147122,205
Road/34193,147123,205
Road/34192,147124,205
Road/34191,147125,160
Road/34190,147126,160
Road/34189,147127,160
Road/34188,147128,160
Road/34187,147129,160
Road/34186,147130,160
Road/34184,147131,160
Road/34183,147132,160
Road/34182,147133,15
Road/34181,147134,15
Road/34178,147135,53
Road/34177,147136,53
Road/34176,147137,53
Road/34175,147138,53
Road/34174,147139,223
Road/34173,147140,223
Road/34172,147141,223
Road/34171,147142,223
Road/34170,147143,223
Road/34169,147144,223
Road/34168,147145,223
Road/34167,147146,223
Road/34166,147147,223
Road/34165,147148,223
Road/34164,147149,223
Road/34163,147150,223
Road/34162,147151,223
Road/34161,147152,223
Road/34160,147153,223
Road/34159,147154,223
Road/34158,147155,223
Road/34157,147156,223
Road/34156,147157,223
Road/34155,147158,223
Road/34154,147159,223
Road/34153,147160,223
Road/34152,147161,223
Road/34151,147162,223
Road/34150,147163,223
Road/34149,147164,223
Road/34148,147165,223
Road/34147,147166,223
Road/34146,147167,223
Road/34145,147168,223
Road/34144,147169,223
Road/34143,147170,223
Road/34142,147171,223
Road/34141,147172,223
Road/34140,147173,223
Road/34139,147174,223
Road/34138,147175,223
Road/34137,147176,223
Road/34134,147177,223
Road/34133,147178,223
Road/34132,147179,92
Road/34131,147180,92
Road/34130,147181,92
Road/34129,147182,92
Road/34126,147183,252
Road/34125,147184,252
Road/34122,147185,73
Road/34121,147186,73
Road/34120,147187,73
Road/34119,147188,73
Road/34118,147189,73
Road/34117,147190,73
Road/34114,147191,86
Road/34111,147192,86
Road/34110,147193,86
Road/34109,147194,86
Road/34108,147195,86
Road/34107,147196,86
Road/34106,147197,86
Road/34105,147198,180
Road/34104,147199,86
Road/34103,147200,86
Road/34102,147201,86
Road/34101,147202,86
Road/34099,147203,64
Road/34098,147204,64
Road/34097,147205,64
Road/34096,147206,64
Road/34095,147207,64
Road/34094,147208,64
Road/34093,147209,64
Road/34092,147210,64
Road/34091,147211,64
Road/34090,147212,64
Road/34089,147213,226
Road/34088,147214,226
Road/34087,147215,226
Road/34085,147216,226
Road/34084,147217,226
Road/34083,147218,226
Road/34082,147219,226
Road/34080,147220,146
Road/34078,147221,7
Road/34077,147222,7
Road/34076,147223,7
Road/34071,147224,73
Road/34070,147225,73
Road/34069,147226,73
Road/34068,147227,73
Road/34067,147228,73
Road/34066,147229,73
Road/34065,147230,73
Road/34064,147231,73
Road/34063,147232,73
Road/34062,147233,73
Road/34061,147234,198
Road/34060,147235,198
Road/34059,147236,198
Road/34058,147237,198
Road/34057,147238,196
Road/34056,147239,196
Road/34055,147240,196
Road/34054,147241,196
Road/34053,147242,196
Road/34052,147243,196
Road/34051,147244,196
Road/34050,147245,196
Road/34049,147246,180
Road/34048,147247,157
Road/34047,147248,157
Road/34046,147249,157
Road/34044,147250,157
Road/34043,147251,157
Road/34042,147252,157
Road/34041,147253,117
Road/34040,147254,117
Road/34039,147255,117
Road/34038,147256,117
Road/34037,147257,205
Road/34036,147258,205
Road/34035,147259,205
Road/34034,147260,205
Road/34033,147261,205
Road/34032,147262,205
Road/34031,147263,205
Road/34030,147264,205
Road/34029,147265,36
Road/34028,147266,36
Road/34027,147267,36
Road/34026,147268,36
Road/34025,147269,36
Road/34024,147270,36
Road/34019,147271,37
Road/34018,147272,37
Road/34017,147273,37
Road/34016,147274,37
Road/34015,147275,216
Road/34014,147276,216
Road/34013,147277,117
Road/34012,147278,117
Road/34011,147279,117
Road/34010,147280,117
Road/34009,147281,117
Road/34008,147282,117
Road/34005,147283,95
Road/34004,147284,95
Road/34003,147285,95
Road/34002,147286,95
Road/34001,147287,201
Road/34000,147288,201
Road/33997,147289,28
Road/33996,147290,28
Road/33995,147291,86
Road/33994,147292,86
Road/33993,147293,86
Road/33992,147294,86
Road/33991,147295,86
Road/33990,147296,86
Road/33989,147297,86
Road/33988,147298,86
Road/33987,147299,64
Road/33986,147300,64
Road/33985,147301,64
Road/33984,147302,64
Road/33983,147303,64
Road/33982,147304,64
Road/33981,147305,64
Road/33980,147306,64
Road/33979,147307,117
Road/33978,147308,117
Road/33975,147309,117
Road/33974,147310,215
Road/33973,147311,215
Road/33972,147312,252
Road/33971,147313,252
Road/33970,147314,27
Road/33969,147315,27
Road/33968,147316,139
Road/33967,147317,139
Road/33966,147318,139
Road/33965,147319,139
Road/33964,147320,139
Road/33963,147321,139
Road/33962,147322,139
Road/33961,147323,139
Road/33958,147324,82
Road/33957,147325,82
Road/33956,147326,95
Road/33955,147327,95
Road/33954,147328,95
Road/33951,147329,86
Road/33950,147330,86
Road/33949,147331,86
Road/33948,147332,86
Road/33947,147333,86
Road/33946,147334,86
Road/33941,147335,36
Road/33940,147336,36
Road/33939,147337,36
Road/33938,147338,36
Road/33935,147339,30
Road/33934,147340,30
Road/33933,147341,30
Road/33932,147342,16
Road/33931,147343,16
Road/33930,147344,16
Road/33929,147345,16
Road/33928,147346,16
Road/33927,147347,16
Road/33926,147348,16
Road/33925,147349,16
Road/33924,147350,16
Road/33923,147351,16
Road/33922,147352,16
Road/33921,147353,16
Road/33920,147354,16
Road/33919,147355,16
Road/33918,147356,16
Road/33917,147357,16
Road/33916,147358,15
Road/33915,147359,15
Road/33914,147360,16
Road/33912,147361,16
Road/33911,147362,16
Road/33910,147363,16
Road/33909,147364,16
Road/33908,147365,16
Road/33907,147366,16
Road/33904,147367,92
Road/33903,147368,92
Road/33900,147369,216
Road/33899,147370,216
Road/33898,147371,216
Road/33897,147372,216
Road/33896,147373,216
Road/33895,147374,216
Road/33894,147375,216
Road/33893,147376,216
Road/33889,147377,218
Road/33887,147378,203
Road/33886,147379,203
Road/33885,147380,218
Road/33884,147381,218
Road/33883,147382,218
Road/33882,147383,218
Road/33881,147384,205
Road/33880,147385,205
Road/33879,147386,216
Road/33878,147387,216
Road/33875,147388,139
Road/33874,147389,139
Road/33873,147390,139
Road/33872,147391,139
Road/33871,147392,139
Road/33870,147393,139
Road/33869,147394,139
Road/33868,147395,139
Road/33865,147396,139
Road/33864,147397,139
Road/33863,147398,139
Road/33862,147399,139
Road/33861,147400,139
Road/33860,147401,139
Road/33859,147402,139
Road/33858,147403,139
Road/33857,147404,139
Road/33856,147405,139
Road/33855,147406,139
Road/33854,147407,139
Road/33853,147408,139
Road/33852,147409,139
Road/33851,147410,139
Road/33850,147411,139
Road/33849,147412,139
Road/33848,147413,139
Road/33847,147414,139
Road/33846,147415,139
Road/33845,147416,139
Road/33844,147417,139
Road/33843,147418,139
Road/33842,147419,139
Road/33841,147420,139
Road/33840,147421,139
Road/33837,147422,139
Road/33836,147423,139
Road/33835,147424,139
Road/33834,147425,139
Road/33833,147426,10
Road/33832,147427,10
Road/33831,147428,95
Road/33830,147429,95
Road/33829,147430,95
Road/33828,147431,95
Road/33827,147432,95
Road/33826,147433,95
Road/33825,147434,95
Road/33824,147435,92
Road/33823,147436,92
Road/33822,147437,92
Road/33821,147438,92
Road/33820,147439,92
Road/33819,147440,92
Road/33818,147441,92
Road/33817,147442,92
Road/33816,147443,92
Road/33815,147444,92
Road/33814,147445,92
Road/33813,147446,92
Road/33812,147447,179
Road/33811,147448,179
Road/33810,147449,171
Road/33807,147450,121
Road/33806,147451,121
Road/33805,147452,10
Road/33804,147453,10
Road/33803,147454,10
Road/33802,147455,10
Road/33801,147456,205
Road/33800,147457,205
Road/33799,147458,205
Road/33798,147459,205
Road/33797,147460,205
Road/33796,147461,205
Road/33795,147462,205
Road/33794,147463,205
Road/33791,147464,205
Road/33790,147465,205
Road/33787,147466,117
Road/33786,147467,117
Road/33785,147468,86
Road/33784,147469,86
Road/33783,147470,64
Road/33782,147471,64
Road/33781,147472,16
Road/33780,147473,16
Road/33779,147474,16
Road/33778,147475,16
Road/33777,147476,16
Road/33776,147477,16
Road/33775,147478,16
Road/33774,147479,16
Road/33773,147480,16
Road/33772,147481,16
Road/33771,147482,16
Road/33770,147483,16
Road/33769,147484,16
Road/33768,147485,16
Road/33767,147486,16
Road/33766,147487,16
Road/33765,147488,16
Road/33764,147489,16
Road/33763,147490,16
Road/33762,147491,16
Road/33761,147492,193
Road/33760,147493,193
Road/33759,147494,193
Road/33758,147495,193
Road/33757,147496,64
Road/33756,147497,64
Road/33755,147498,223
Road/33754,147499,28
Road/33753,147500,28
Road/33752,147501,121
Road/33751,147502,121
Road/33750,147503,121
Road/33749,147504,121
Road/33748,147505,215
Road/33747,147506,215
Road/33746,147507,215
Road/33745,147508,215
Road/33744,147509,215
Road/33743,147510,215
Road/33742,147511,215
Road/33741,147512,215
Road/33740,147513,215
Road/33739,147514,215
Road/33738,147515,215
Road/33737,147516,215
Road/33736,147517,203
Road/33735,147518,173
Road/33732,147519,70
Road/33731,147520,124
Road/33730,147521,124
Road/33729,147522,124
Road/33728,147523,124
Road/33727,147524,124
Road/33726,147525,124
Road/33725,147526,124
Road/33724,147527,124
Road/33723,147528,124
Road/33722,147529,124
Road/33721,147530,124
Road/33720,147531,124
Road/33719,147532,124
Road/33718,147533,124
Road/33717,147534,124
Road/33716,147535,124
Road/33715,147536,124
Road/33714,147537,124
Road/33713,147538,124
Road/33712,147539,124
Road/33711,147540,196
Road/33710,147541,30
Road/33709,147542,30
Road/33708,147543,86
Road/33707,147544,86
Road/33706,147545,86
Road/33705,147546,86
Road/33704,147547,86
Road/33703,147548,86
Road/33702,147549,216
Road/33701,147550,216
Road/33700,147551,216
Road/33699,147552,216
Road/33698,147553,216
Road/33697,147554,216
Road/33696,147555,216
Road/33695,147556,216
Road/33694,147557,216
Road/33693,147558,216
Road/33692,147559,216
Road/33691,147560,216
Road/33690,147561,216
Road/33689,147562,216
Road/33688,147563,216
Road/33687,147564,216
Road/33686,147565,216
Road/33685,147566,216
Road/33684,147567,53
Road/33683,147568,53
Road/33682,147569,216
Road/33681,147570,216
Road/33680,147571,98
Road/33677,147572,98
Road/33676,147573,98
Road/33675,147574,157
Road/33674,147575,157
Road/33673,147576,157
Road/33672,147577,157
Road/33671,147578,157
Road/33670,147579,83
Road/33669,147580,83
Road/33668,147581,160
Road/33667,147582,160
Road/33666,147583,160
Road/33665,147584,160
Road/33664,147585,134
Road/33663,147586,134
Road/33662,147587,215
Road/33661,147588,215
Road/33660,147589,191
Road/33659,147590,191
Road/33658,147591,191
Road/33657,147592,191
Road/33656,147593,215
Road/33653,147594,191
Road/33652,147595,191
Road/33651,147596,191
Road/33650,147597,191
Road/33649,147598,191
Road/33648,147599,191
Road/33647,147600,191
Road/33646,147601,191
Road/33645,147602,180
Road/33644,147603,215
Road/33643,147604,215
Road/33642,147605,191
Road/33641,147606,191
Road/33640,147607,130
Road/33638,147608,219
Road/33637,147609,219
Road/33636,147610,219
Road/33635,147611,219
Road/33634,147612,219
Road/33633,147613,219
Road/33632,147614,219
Road/33631,147615,219
Road/33630,147616,219
Road/33629,147617,219
Road/33628,147618,219
Road/33627,147619,219
Road/33626,147620,219
Road/33625,147621,219
Road/33624,147622,219
Road/33623,147623,219
Road/33622,147624,219
Road/33621,147625,219
Road/33620,147626,203
Road/33619,147627,203
Road/33618,147628,203
Road/33617,147629,203
Road/33616,147630,203
Road/33615,147631,203
Road/33612,147632,219
Road/33611,147633,219
Road/33610,147634,219
Road/33609,147635,219
Road/33608,147636,219
Road/33607,147637,219
Road/33606,147638,219
Road/33605,147639,219
Road/33604,147640,95
Road/33603,147641,95
Road/33585,147642,197
Road/33584,147643,197
Road/33583,147644,197
Road/33582,147645,197
Road/33581,147646,197
Road/33579,147647,130
Road/33578,147648,130
Road/33577,147649,130
Road/33576,147650,130
Road/33574,147651,130
Road/33573,147652,130
Road/33571,147653,191
Road/33570,147654,218
Road/33569,147655,218
Road/33568,147656,218
Road/33567,147657,218
Road/33565,147658,218
Road/33564,147659,218
Road/33563,147660,219
Road/33562,147661,219
Road/33561,147662,219
Road/33560,147663,219
Road/33559,147664,219
Road/33558,147665,219
Road/33557,147666,219
Road/33556,147667,219
Road/33555,147668,219
Road/33554,147669,219
Road/33553,147670,219
Road/33552,147671,219
Road/33551,147672,219
Road/33550,147673,219
Road/33549,147674,219
Road/33548,147675,219
Road/33547,147676,219
Road/33546,147677,219
Road/33545,147678,219
Road/33544,147679,219
Road/33543,147680,219
Road/33542,147681,219
Road/33541,147682,219
Road/33540,147683,219
Road/33538,147684,98
Road/33536,147685,130
Road/33535,147686,130
Road/33534,147687,130
Road/33533,147688,130
Road/33532,147689,7
Road/33530,147690,223
Road/33529,147691,223
Road/33528,147692,223
Road/33527,147693,175
Road/33526,147694,175
Road/33525,147695,95
Road/33524,147696,95
Road/33519,147697,121
Road/33518,147698,121
Road/33517,147699,101
Road/33516,147700,102
Road/33515,147701,102
Road/33514,147702,102
Road/33513,147703,102
Road/33512,147704,102
Road/33511,147705,102
Road/33510,147706,102
Road/33509,147707,102
Road/33508,147708,102
Road/33507,147709,102
Road/33506,147710,95
Road/33503,147711,191
Road/33502,147712,191
Road/33501,147713,191
Road/33500,147714,191
Road/33499,147715,191
Road/33498,147716,191
Road/33497,147717,117
Road/33496,147718,117
Road/33495,147719,117
Road/33494,147720,117
Road/33493,147721,117
Road/33492,147722,117
Road/33491,147723,117
Road/33490,147724,117
Road/33487,147725,205
Road/33486,147726,205
Road/33485,147727,205
Road/33484,147728,205
Road/33481,147729,64
Road/33480,147730,64
Road/33479,147731,64
Road/33478,147732,64
Road/33473,147733,205
Road/33472,147734,205
Road/33471,147735,205
Road/33470,147736,205
Road/33469,147737,205
Road/33468,147738,205
Road/33467,147739,205
Road/33466,147740,205
Road/33461,147741,205
Road/33460,147742,205
Road/33459,147743,53
Road/33458,147744,53
Road/33457,147745,53
Road/33456,147746,53
Road/33455,147747,215
Road/33454,147748,117
Road/33453,147749,117
Road/33450,147750,117
Road/33449,147751,117
Road/33448,147752,117
Road/33447,147753,117
Road/33444,147754,252
Road/33443,147755,252
Road/33442,147756,10
Road/33441,147757,10
Road/33440,147758,10
Road/33439,147759,10
Road/33438,147760,10
Road/33437,147761,10
Road/33432,147762,219
Road/33431,147763,9
Road/33430,147764,9
Road/33429,147765,9
Road/33428,147766,9
Road/33427,147767,9
Road/33426,147768,9
Road/33425,147769,9
Road/33424,147770,9
Road/33423,147771,9
Road/33422,147772,9
Road/33421,147773,205
Road/33420,147774,205
Road/33419,147775,205
Road/33418,147776,205
Road/33417,147777,205
Road/33416,147778,205
Road/33415,147779,98
Road/33413,147780,98
Road/33412,147781,98
Road/33411,147782,98
Road/33410,147783,171
Road/33409,147784,171
Road/33408,147785,171
Road/33407,147786,171
Road/33406,147787,9
Road/33405,147788,9
Road/33404,147789,9
Road/33403,147790,9
Road/33402,147791,9
Road/33401,147792,9
Road/33400,147793,9
Road/33399,147794,9
Road/33398,147795,9
Road/33397,147796,9
Road/33396,147797,9
Road/33395,147798,9
Road/33394,147799,9
Road/33393,147800,9
Road/33392,147801,122
Road/33391,147802,122
Road/33388,147803,226
Road/33386,147804,173
Road/33377,147805,226
Road/33376,147806,226
Road/33372,147807,223
Road/33371,147808,215
Road/33370,147809,203
Road/33369,147810,203
Road/33368,147811,203
Road/33367,147812,203
Road/33362,147813,203
Road/33361,147814,203
Road/33358,147815,203
Road/33357,147816,203
Road/33354,147817,203
Road/33353,147818,203
Road/33352,147819,203
Road/33351,147820,203
Road/33348,147821,203
Road/33347,147822,203
Road/33346,147823,203
Road/33345,147824,203
Road/33344,147825,203
Road/33343,147826,203
Road/33340,147827,203
Road/33339,147828,203
Road/33338,147829,203
Road/33337,147830,203
Road/33334,147831,157
Road/33333,147832,157
Road/33329,147833,198
Road/33323,147834,157
Road/33321,147835,157
Road/33319,147836,157
Road/33314,147837,160
Road/33313,147838,160
Road/33312,147839,160
Road/33311,147840,160
Road/33310,147841,160
Road/33309,147842,160
Road/33308,147843,198
Road/33307,147844,198
Road/33306,147845,198
Road/33305,147846,198
Road/33304,147847,198
Road/33303,147848,198
Road/33302,147849,180
Road/33301,147850,180
Road/33300,147851,201
Road/33299,147852,201
Road/33298,147853,171
Road/33297,147854,171
Road/33296,147855,171
Road/33295,147856,171
Road/33294,147857,171
Road/33293,147858,171
Road/33292,147859,252
Road/33291,147860,252
Road/33290,147861,252
Road/33289,147862,252
Road/33286,147863,171
Road/33285,147864,171
Road/33284,147865,171
Road/33283,147866,171
Road/33282,147867,171
Road/33281,147868,171
Road/33280,147869,124
Road/33279,147870,124
Road/33278,147871,124
Road/33277,147872,124
Road/33276,147873,124
Road/33275,147874,124
Road/33274,147875,124
Road/33273,147876,124
Road/33272,147877,124
Road/33271,147878,102
Road/33270,147879,102
Road/33269,147880,102
Road/33268,147881,102
Road/33267,147882,102
Road/33266,147883,102
Road/33263,147884,102
Road/33262,147885,102
Road/33261,147886,102
Road/33260,147887,102
Road/33259,147888,102
Road/33258,147889,102
Road/33255,147890,102
Road/33254,147891,102
Road/33253,147892,102
Road/33252,147893,102
Road/33251,147894,102
Road/33250,147895,102
Road/33249,147896,102
Road/33248,147897,102
Road/33247,147898,102
Road/33246,147899,102
Road/33241,147900,102
Road/33240,147901,102
Road/33231,147902,124
Road/33230,147903,124
Road/33229,147904,124
Road/33228,147905,124
Road/33225,147906,180
Road/33224,147907,180
Road/33223,147908,180
Road/33222,147909,180
Road/33221,147910,180
Road/33220,147911,180
Road/33219,147912,124
Road/33218,147913,124
Road/33215,147914,215
Road/33214,147915,215
Road/33213,147916,215
Road/33212,147917,215
Road/33211,147918,215
Road/33210,147919,215
Road/33207,147920,201
Road/33206,147921,201
Road/33205,147922,226
Road/33203,147923,117
Road/33202,147924,117
Road/33201,147925,86
Road/33200,147926,86
Road/33199,147927,86
Road/33198,147928,86
Road/33197,147929,86
Road/33196,147930,86
Road/33195,147931,101
Road/33194,147932,101
Road/33193,147933,101
Road/33190,147934,101
Road/33189,147935,101
Road/33188,147936,101
Road/33187,147937,101
Road/33186,147938,101
Road/33185,147939,101
Road/33184,147940,101
Road/33183,147941,101
Road/33182,147942,101
Road/33181,147943,101
Road/33180,147944,101
Road/33179,147945,101
Road/33178,147946,252
Road/33177,147947,252
Road/33176,147948,252
Road/33175,147949,252
Road/33174,147950,203
Road/33173,147951,203
Road/33168,147952,218
Road/33167,147953,218
Road/33166,147954,218
Road/33165,147955,218
Road/33164,147956,218
Road/33163,147957,218
Road/33160,147958,218
Road/33159,147959,218
Road/33156,147960,218
Road/33155,147961,218
Road/33154,147962,218
Road/33153,147963,218
Road/33152,147964,218
Road/33151,147965,218
Road/33150,147966,218
Road/33149,147967,218
Road/33148,147968,218
Road/33147,147969,218
Road/33146,147970,218
Road/33145,147971,218
Road/33144,147972,218
Road/33143,147973,218
Road/33142,147974,218
Road/33141,147975,218
Road/33140,147976,218
Road/33139,147977,218
Road/33138,147978,218
Road/33137,147979,218
Road/33136,147980,218
Road/33135,147981,218
Road/33134,147982,218
Road/33133,147983,218
Road/33132,147984,218
Road/33131,147985,218
Road/33130,147986,218
Road/33129,147987,218
Road/33126,147988,218
Road/33125,147989,218
Road/33122,147990,218
Road/33121,147991,218
Road/33118,147992,218
Road/33117,147993,218
Road/33114,147994,218
Road/33113,147995,218
Road/33110,147996,218
Road/33109,147997,218
Road/33108,147998,218
Road/33107,147999,218
Road/33104,148000,218
Road/33103,148001,218
Road/33102,148002,117
Road/33101,148003,117
Road/33100,148004,86
Road/33099,148005,252
Road/33098,148006,252
Road/33097,148007,124
Road/33084,148008,70
Road/33080,148009,95
Road/33079,148010,95
Road/33078,148011,95
Road/33077,148012,95
Road/33076,148013,95
Road/33075,148014,95
Road/33074,148015,95
Road/33073,148016,95
Road/33072,148017,95
Road/33071,148018,95
Road/33070,148019,86
Road/33069,148020,86
Road/33068,148021,86
Road/33067,148022,86
Road/33066,148023,86
Road/33065,148024,86
Road/33064,148025,131
Road/33063,148026,131
Road/33062,148027,226
Road/33061,148028,226
Road/33060,148029,131
Road/33059,148030,131
Road/33058,148031,131
Road/33057,148032,131
Road/33056,148033,131
Road/33055,148034,131
Road/33054,148035,131
Road/33053,148036,131
Road/33052,148037,191
Road/33051,148038,191
Road/33050,148039,198
Road/33049,148040,36
Road/33048,148041,36
Road/33047,148042,36
Road/33046,148043,36
Road/33044,148044,198
Road/33043,148045,198
Road/33042,148046,198
Road/33041,148047,198
Road/33040,148048,198
Road/33039,148049,198
Road/33038,148050,198
Road/33037,148051,198
Road/33036,148052,198
Road/33035,148053,83
Road/33034,148054,83
Road/33033,148055,83
Road/33032,148056,83
Road/33031,148057,28
Road/33030,148058,218
Road/33029,148059,218
Road/33028,148060,218
Road/33027,148061,218
Road/33026,148062,218
Road/33025,148063,218
Road/33024,148064,218
Road/33023,148065,218
Road/33020,148066,226
Road/33019,148067,226
Road/33016,148068,73
Road/33015,148069,73
Road/33013,148070,28
Road/33011,148071,53
Road/33010,148072,216
Road/33009,148073,216
Road/33008,148074,216
Road/33007,148075,216
Road/33004,148076,173
Road/33003,148077,95
Road/33002,148078,95
Road/33001,148079,197
Road/33000,148080,197
Road/32999,148081,197
Road/32998,148082,197
Road/32997,148083,197
Road/32995,148084,216
Road/32994,148085,121
Road/32992,148086,192
Road/32991,148087,192
Road/32990,148088,192
Road/32989,148089,192
Road/32988,148090,192
Road/32987,148091,192
Road/32986,148092,64
Road/32985,148093,64
Road/32984,148094,98
Road/32983,148095,98
Road/32982,148096,98
Road/32981,148097,98
Road/32980,148098,98
Road/32979,148099,98
Road/32978,148100,98
Road/32977,148101,98
Road/32976,148102,98
Road/32975,148103,98
Road/32973,148104,95
Road/32971,148105,95
Road/32969,148106,95
Road/32968,148107,95
Road/32966,148108,196
Road/32965,148109,196
Road/32962,148110,175
Road/32961,148111,175
Road/32960,148112,175
Road/32959,148113,175
Road/32958,148114,175
Road/32957,148115,175
Road/32956,148116,175
Road/32955,148117,175
Road/32954,148118,175
Road/32953,148119,175
Road/32952,148120,175
Road/32951,148121,175
Road/32950,148122,64
Road/32949,148123,64
Road/32948,148124,175
Road/32947,148125,175
Road/32946,148126,175
Road/32945,148127,175
Road/32944,148128,175
Road/32943,148129,175
Road/32942,148130,175
Road/32941,148131,175
Road/32940,148132,175
Road/32939,148133,175
Road/32938,148134,175
Road/32937,148135,175
Road/32934,148136,175
Road/32933,148137,175
Road/32932,148138,175
Road/32931,148139,175
Road/32930,148140,175
Road/32929,148141,175
